"query","brand","attributes","product_type"
"charging cable type c","arg","['type c']","charging cable"
"good day butter","good day","[]","butter"
"musk melon seeds",,"['musk', 'melon', 'seeds']","seeds"
"tea powder taj",,"['tea powder']",
"loreal hair colour dark brown","air","['dark brown']","hair colour"
"haldiram's chili lachha","hald","['chili']","lachha"
"budweiser energy drink","budweiser","[]","energy drink"
"ice cream american nuts","ice","['american', 'nuts']","ice cream"
"friendship greeting card","friends","[]","greeting card"
"men casual belt",,"['men', 'casual']","belt"
"ice cream venila","ice","['venila']","ice cream"
"polo t shirt","polo","[]","t shirt"
"thums up 1l","thums up","['1l']",
"surf excel shop","surf excel","[]","shop"
"oil 5 lit","lit","['5 lit']","oil"
"oil for pooja",,"['for pooja']","oil"
"foxtale body lotion","foxtale","[]","body lotion"
"charmis cold cream","charmis","[]","cold cream"
"hair band men","air","['men']","hair band"
"hair mask loreal","air","[]","hair mask"
"toor dal 1 kg",,"['1 kg']","toor dal"
"jojoba oil cream",,"['jojoba', 'oil']","cream"
"himalaya baby body wash","himalaya","[]","body wash"
"every day milk powder","ever","['every day']","milk powder"
"white socks for kids","hit","['white', 'for kids']","socks"
"farmley sunflower seeds","farm","[]","sunflower seeds"
"bikano besan laddu","ano","['besan']","laddu"
"crompton night buddy","crompton","[]","night buddy"
"luggage cover carnival","carni","[]","luggage cover"
"tata tea 100gm","tata","['100gm']","tea"
"lays dark green","ark","['dark', 'green']",
"long basmati rice","ice","['long']","basmati rice"
"groundnut oil fortune","fortune","[]","oil"
"swiss beauty lipliner","swiss beauty","[]","lipliner"
"green moong split","lit","['green', 'split']","moong"
"shoe rack cabinet",,"[]","shoe rack cabinet"
"boat 141 anc",,"[]",
"wembley remote car","rem","[]","remote car"
"nivea men body wash","nivea","['men']","body wash"
"fruit and nut icecream","fru","['fruit and nut']","icecream"
"rosemary water spray",,"['rosemary', 'water', 'spray']",
"ice cream 500","ice","['500']","ice cream"
"5 kg ata",,"['5 kg']","ata"
"glow in dark","ark","['glow in dark']",
"sakthi sambar powder","sakthi","[]","sambar powder"
"dot & key cream","dot & key","[]","cream"
"gillette fusion 5","gillette","['fusion 5']",
"cheese chilli spread",,"['cheese', 'chilli']","spread"
"mdh lal mirch","mdh","[]","lal mirch"
"wheat flour 10kg","flo","['10kg']","flour"
"axe shaving cream","avi","[]","shaving cream"
"orange nagpur regular","ora","['orange', 'nagpur', 'regular']",
"quick wash detergent","gen","['quick wash']","detergent"
"rum plum cake","plum","[]","cake"
"sunflower oil 1l","flo","['1l']","sunflower oil"
"nandini special milk","nandini","['special']","milk"
"mamie yova yogurt","mamie yova","[]","yogurt"
"sirona face razor","ace","[]","face razor"
"diary milk oreo","oreo","['oreo']",
"vwash intimate care","vwash","['intimate care']",
"red velvet icecream","ice","['red', 'velvet']","icecream"
"derma co niacinamide","niacin","['niacinamide']",
"face cover mask","ace","[]","mask"
"sebamed baby powder","sebamed","[]","baby powder"
"raw pressery almond milk","almo","[]","almond milk"
"mtr puliogare masala","asal","['puliogare']","masala"
"bread pakora tub","ora","[]","pakora"
"dr seth sunscreen","uns","[]","sunscreen"
"the whole truth dark chocolate","ark","['dark chocolate']",
"multi colour pen",,"['multi colour']","pen"
"long banana chips","long","['long']","banana chips"
"boat airdopes 311","air","[]","airdopes"
"clothes for women","lot","['for women']","clothes"
"sunflower oil 5 l","flo","['5 l']","sunflower oil"
"disney makeup kit","disney","[]","makeup kit"
"ghee 250 gm",,"['250 gm']","ghee"
"mini mogra 2",,"['mini', '2']","mogra"
"hair dryer vega","air","[]","hair dryer"
"boots for women","oot","['for women']","boots"
"refined oil 1l","fine","['refined', '1l']","oil"
"black pen ball",,"['black']","pen"
"dairy milk chocolate bar","air","[]","chocolate bar"
"relish chicken 65","hic","['chicken 65']",
"india gate chawal","india gate","[]","chawal"
"dia free juice","ice","['dia free']","juice"
"easy wash liquid","liquid","['easy wash']","liquid"
"table tennis balls",,"[]","table tennis balls"
"lakme body lotion","lakme","[]","body lotion"
"hair styling wax","air","[]","styling wax"
"tablet for gas","gas","['for gas']","tablet"
"men's cotton pant","ant","[""men's"", 'cotton']","pant"
"jackets for women","omen","['for women']","jackets"
"masala puffed rice","asal","['masala']","puffed rice"
"whole wheat grain",,"['whole', 'wheat']","grain"
"hot water pack","pac","[]","hot water pack"
"hand sanitizer small",,"['small']","hand sanitizer"
"ariel matic liquid","ariel","['matic', 'liquid']",
"heka bites makhana","heka bites","[]","makhana"
"shoe for women","omen","['for women']","shoe"
"boldfit track pants","ant","['boldfit']","track pants"
"measuring cup pack","pac","['pack']","measuring cup"
"organic india stevia","nic","[]","stevia"
"tiger king cream","king","[]","cream"
"mars cosmetics brush","bru","[]","brush"
"peanut butter no sugar","sugar","['no sugar']","peanut butter"
"cow milk amul","amul","[]","milk"
"daily good basmati rice","daily","[]","basmati rice"
"india gate unity","india gate","[]",
"english oven garlic bread","english oven","['garlic']","bread"
"glass serving bowl","gla","[]","serving bowl"
"foam hand wash",,"[]","hand wash"
"non veg pizza",,"['non veg']","pizza"
"50 50 biscuits",,"['50 50']","biscuits"
"tata peanut oil","tata","['peanut']","oil"
"tata tea agni 1kg","tata","['1kg']","tea"
"bigen beard colour","gen","[]","beard colour"
"mcvities marie biscuits","marie","[]","biscuits"
"slippers for girls",,"['for girls']","slippers"
"kuch kuch namkin",,"[]","namkin"
"dry fruits 1kg","fru","['1kg']","dry fruits"
"weight gainer chocolate",,"['weight gainer', 'chocolate']",
"ready made food",,"[]","food"
"sneakare cleaning kit","sneakare","[]","cleaning kit"
"mars makeup brush","bru","[]","makeup brush"
"black hair band","air","['black']","hair band"
"india gate rice 5kg","ice","['5kg']","rice"
"bella vita fresh","bell","['fresh']",
"comb for men","com","['for men']","comb"
"bikini hair removal","air","['bikini', 'hair removal']",
"amul mango shrikhand","amul","['mango']","shrikhand"
"beardo hair spray","air","[]","hair spray"
"mozzarella cheese diced","ice","['mozzarella', 'diced']","cheese"
"headache roll on","head","[]","roll on"
"kitchen weighing machine","itch","[]","weighing machine"
"linc blue pen","linc","['blue']","pen"
"dum aloo masala","asal","['dum aloo']","masala"
"patanjali kesh kanti","anjali","['kesh', 'kanti']",
"india gate basmati dubar","india gate","['basmati', 'dubar']",
"number van sabun",,"[]","sabun"
"mouth freshner spray","fresh","[]","mouth freshner spray"
"gillette razor cartridges","gillette","[]","razor cartridges"
"zepto mint leaves",,"[]","mint leaves"
"coffee filter paper",,"[]","filter paper"
"gillette mach3 turbo","gillette","['mach3', 'turbo']",
"ustraa hair wax","air","[]","hair wax"
"chana ka sag",,"[]","sag"
"mosquito fast card",,"['fast']","mosquito card"
"roasted flax seeds","roast","['roasted']","flax seeds"
"mosquito repellent stick","elle","['mosquito repellent']","stick"
"olive oil 100ml",,"['100ml']","olive oil"
"birthday decoration item","cor","[]","decoration item"
"green chick peas","hic","['green']","chick peas"
"lakme liquid lip","lakme","['liquid']","lip"
"go cheese block","loc","['go']","cheese block"
"soulflower rosemary serum","flo","['rosemary']","serum"
"amul sugar free chocolate","amul","['sugar free']","chocolate"
"gulab jamun combo","com","['gulab jamun', 'combo']",
"table tennis racquets",,"[]","racquets"
"neon led lights","neo","['neon']","led lights"
"aachi coriander powder","aachi","[]","coriander powder"
"pintola peanut butter chocolate","pin","['chocolate']","peanut butter"
"size 5 football","oot","['size 5']","football"
"laptop screen cleaner",,"[]","screen cleaner"
"mata ki chunri",,"[]","chunri"
"bun hair pin","air","[]","hair pin"
"ball for kids",,"['for kids']","ball"
"beco dishwash liquid","beco","[]","dishwash liquid"
"superbottoms baby diaper","super","[]","diaper"
"sweet mango pickle","mango","['sweet', 'mango']","pickle"
"washing powder front load",,"['front load']","washing powder"
"rubber band black",,"['rubber', 'black']","band"
"matrix hair colour","air","[]","hair colour"
"good day chocochip","good day","['chocochip']","good day"
"ice cream  cone","ice","[]","cone"
"groundnut oil 15",,"['15']","oil"
"odonil air freshener","air","[]","air freshener"
"black current soda","current","['black current']","soda"
"mamaearth baby moisturizer","arth","['baby']","moisturizer"
"cow milk dudh",,"[]","milk"
"aveeno baby shampoo","aveeno baby","[]","shampoo"
"25 kg rice bag","ice","['25 kg']","rice bag"
"cycle air pump","air","[]","air pump"
"chemist at play scrub","chemist at play","['scrub']",
"detol hand wash",,"[]","hand wash"
"gillette mach3 blade","gillette","['mach3']","blade"
"kinder joy hari poter","joy","['hari poter']",
"shampoo anti dandruff","ant","['anti dandruff']","shampoo"
"charger type c","arg","['type c']","charger"
"samsung s23 cover","samsung","[]","cover"
"nivea deep impact","impact","['deep impact']",
"aluminium foil paper",,"['aluminium', 'foil', 'paper']",
"long lasting lipstick","astin","['long lasting']","lipstick"
"cup cake paper",,"[]","cup cake paper"
"nivea multi-purpose cream","nivea","['multi-purpose']","cream"
"peri peri momos","mom","['peri peri']","momos"
"chocolate milky bar",,"[]","chocolate"
"liquid matte lipstick","liquid","['liquid', 'matte']","lipstick"
"coloured ink pen","red","['coloured']","ink pen"
"dot & key toner","dot & key","[]","toner"
"gits palak paneer","gits","[]","palak paneer"
"fortune oil 15kg","fortune","['15kg']","oil"
"lakme 9 to 5 lipstick","lakme","['9 to 5']","lipstick"
"men roll on",,"['men']","roll on"
"abzorb body powder","abzorb","[]","body powder"
"128 gb pendrive",,"['128 gb']","pendrive"
"water dispenser big",,"['big']","water dispenser"
"london dairy cups","air","[]","cups"
"rajdhani lal lobhiya","rajdhani","['lal lobhiya']",
"lakme peach milk moisturizer","lakme","['peach', 'milk', 'moisturizer']",
"boult audio neckband","boult audio","[]","neckband"
"character action figure","action","[]","action figure"
"yoga bar protein","pro","[]","protein"
"tresemme keratin conditioner","era","['keratin']","conditioner"
"cheddar cheese popcorn","cor","['cheddar', 'cheese']","popcorn"
"coconut water bottle","cocon","['coconut']","water bottle"
"my muse lubricant","ant","[]","lubricant"
"cadbury chocolate cake","cadbury","['chocolate']","cake"
"sweater for men",,"['for men']","sweater"
"chocolate  cake",,"['chocolate']","cake"
"jivo sunflower oil","flo","[]","sunflower oil"
"pampers small size","pampers","['small size']",
"anti-grey hair solution","air","['anti-grey']","hair solution"
"mobile charger cable","arg","[]","charger cable"
"paper boat coffee","paper boat","[]","coffee"
"nova nova cookies","nova","[]","cookies"
"britannia milk rusk","britannia","[]","milk rusk"
"curly hair cream","air","['curly']","hair cream"
"mortein cockroach killer","cock","[]","cockroach killer"
"no sugar icecream","ice","['no sugar']","icecream"
"johnson's skincare wipes","skin","['skincare']","wipes"
"loreal xtenso shampoo","oreal","['xtenso']","shampoo"
"veg mayonnaise original","gin","['veg', 'original']","mayonnaise"
"gaming keyboard and mouse","key","[]","keyboard and mouse"
"sona chandi chyawanprash","handi","['sona', 'chandi', 'chyawanprash']",
"makhana 1 kg",,"['1 kg']","makhana"
"baby lip oil",,"['baby']","lip oil"
"bellavita body lotion","avi","[]","body lotion"
"gubb makeup pouch","gubb","[]","makeup pouch"
"men t shirt",,"['men']","t shirt"
"daawat lachkari kolam","daawat","['lachkari', 'kolam']",
"hair highlighting kit","air","[]","hair highlighting kit"
"citronella mosquito repellent","citro","['citronella']","mosquito repellent"
"bisleri water 10 litre","bisleri","['10 litre']","water"
"chakki fresh aata","fresh","['chakki fresh']","aata"
"oil 1 kg",,"['1 kg']","oil"
"man face wash","ace","['man']","face wash"
"paper boat nata","paper boat","[]","nata"
"i phone 11","one","[]","iphone"
"whole truth chocolate",,"['chocolate']",
"love and beauty shampoo",,"[]","shampoo"
"all mix dry fruits","fru","['all mix']","dry fruits"
"best choice refined oil","best","['best choice', 'refined']","oil"
"loreal shampoo conditioner","one","['shampoo', 'conditioner']",
"mymuse naughty card",,"['naughty']","card"
"chart paper black",,"['black']","chart paper"
"1 kg oil",,"['1 kg']","oil"
"scotch-brite kitchen wiper","brite","[]","kitchen wiper"
"spicy korean noodles",,"['spicy', 'korean']","noodles"
"fortune oil 5kg","fortune","['5kg']","oil"
"hair band for men","air","['for men']","hair band"
"hand wash dettol","dettol","[]","hand wash"
"ajmal silver shade","ajmal","['silver', 'shade']",
"mother dairy chach","air","[]","chach"
"yardley morning dew","orni","['morning dew']",
"20 liter water","lit","['20 liter']","water"
"data cable iphone","one","[]","data cable"
"itc seekh kabab",,"[]","seekh kabab"
"sakthi mutton masala","asal","[]","mutton masala"
"garbage bag big",,"['big']","garbage bag"
"organic india jaggery","nic","[]","jaggery"
"yellow chart paper",,"['yellow']","chart paper"
"fan room heater",,"[]","heater"
"6 subject book","ect","['6 subject']","book"
"baba mustard oil","baba","[]","mustard oil"
"tedibar baby bath","iba","[]","baby bath"
"doms geometry box","dom","[]","geometry box"
"body lotion plum","lot","[]","body lotion"
"orient room heater",,"[]","room heater"
"mustard hair oil","air","['mustard']","hair oil"
"kinder joy harry pottet","joy","[]",
"men's boxer shorts",,"[""men's""]","boxer shorts"
"kannan devan tea",,"[]","tea"
"body lotion 100 ml","lot","['100 ml']","body lotion"
"fortune atta 5 kg","fortune","['5 kg']","atta"
"rin washing powder","rin","[]","washing powder"
"gift set for women","omen","['for women']","gift set"
"india cricket jersey",,"[]","cricket jersey"
"baskin robbins bar","baskin robbins","[]","bar"
"moov pain relief sprays","moov","['pain relief']","sprays"
"big pencil pouch",,"['big']","pencil pouch"
"sports wrist band",,"[]","wrist band"
"sugar free horlicks","horlicks","['sugar free']",
"cooking oil bottle","king","[]","cooking oil"
"modern sweet bread","modern","['sweet']","bread"
"sanifresh toilet cleaner","fresh","[]","toilet cleaner"
"santoor bathing soap","ant","[]","bathing soap"
"sumul dairy buttermilk","air","[]","buttermilk"
"4 line book",,"['4 line']","book"
"water 20 ltr",,"['20 ltr']","water"
"good knight liquid","good knight","[]","liquid"
"keya pizza oregano","ano","['pizza', 'oregano']",
"motion sickness patch","moti","['motion sickness']","patch"
"foaming handwash refill",,"['foaming', 'refill']","handwash"
"hatsun yogurt drink-mango","hatsun","['mango']","yogurt drink"
"desi ghee madhusudan","dan","[]","ghee"
"choco brownie cone","bro","['choco', 'brownie']","cone"
"body lotion boroplus","boroplus","[]","body lotion"
"washing machine cleaning","mac","[]","cleaning"
"rich plum cake","plum","['rich']","cake"
"catch pav bhaji masala","asal","[]","pav bhaji masala"
"arata curl gel","ara","[]","curl gel"
"jaitun ka tel","tel","['jaitun']","tel"
"blue ink pen",,"['blue']","ink pen"
"zepto cafe chai",,"[]","chai"
"premium playing cards","play","['premium']","playing cards"
"body spray for men",,"['for men']","body spray"
"haldiram's kashmiri mixture","hald","['kashmiri']","mixture"
"amul cold coffe","amul","['cold']","coffe"
"dhage wali mishri",,"['dhage wali']","mishri"
"moong dal snack","moon","['moong dal']","snack"
"ariel top load powder","ariel","[]","powder"
"dnv kalai bori","dnv","[]","bori"
"liv 52 ds",,"[]",
"keya pizza masala","asal","['pizza masala']",
"axe dark temptation","ark","['dark', 'temptation']",
"refined oil safola","fine","['refined']","oil"
"tomato sauce small",,"['small']","sauce"
"sandals for men",,"['for men']","sandals"
"ice cream 20","ice","['20']","ice cream"
"haldi chandan soap","chandan","['haldi', 'chandan']","soap"
"amul fresh milk","amul","['fresh']","milk"
"thums up small","thums up","['small']",
"oral-b soft toothbrush","bru","['soft']","toothbrush"
"winter cap for women","omen","['winter', 'for women']","cap"
"loreal face serum","ace","[]","face serum"
"face wash for oily skin","ace","['for oily skin']","face wash"
"fortune atta 5kg","fortune","['5kg']","atta"
"cream bell tub","bell","[]","tub"
"levi's slim jeans","levi's","['slim']","jeans"
"spicy cup noodles",,"['spicy']","cup noodles"
"the whole truth peanut","the whole truth","[]","peanut"
"solar system toy",,"[]","toy"
"gold winner 5l","gold","['5l']",
"dudh ki thaili",,"[]","dudh"
"zorabian chicken sausages","hic","[]","chicken sausages"
"boat rockerz 255",,"[]","rockerz 255"
"fit me compact","com","['fit me']","compact"
"green tea bag",,"['green', 'tea', 'bag']","tea"
"detan face pack","ace","['detan']","face pack"
"dairy milk roasted","air","['roasted']",
"ice cream kwality walls","ice","[]","ice cream"
"park avenue men perfume","ark","['men']","perfume"
"tulsi bhog rice","ice","['tulsi', 'bhog']","rice"
"eastern sambar powder","eastern","[]","sambar powder"
"kinder joy hari potter","joy","[]",
"hide & seek milano","ano","[]",
"gokul sandal powder","gokul","[]","sandal powder"
"cream cracker biscuit",,"['cream', 'cracker']","biscuit"
"portronics ear otoscope","nic","[]","otoscope"
"satyam jada poha","sat","[]","poha"
"blanket for winter","lan","['for winter']","blanket"
"omnigel pain relief","omni","['pain relief']",
"dark chocolate 90","ark","['dark', '90']","chocolate"
"real apple juice","apple","[]","apple juice"
"nongshim cup noodles","nongshim","[]","cup noodles"
"sona masoori 1kg",,"['sona masoori', '1kg']","rice"
"sona masuri raw rice","ice","['sona masuri', 'raw']","rice"
"kerala banana chips","era","['kerala']","banana chips"
"kolam rice 1kg","ice","['1kg']","rice"
"dot n key face wash","ace","[]","face wash"
"nan pro stage 2","pro","['pro', 'stage 2']",
"corn flakes mixture","cor","['corn flakes']","mixture"
"black bean noodles",,"['black']","noodles"
"ultra pen drive","ultra","['ultra']","pen drive"
"stellar mint blast","stellar","['mint', 'blast']",
"dry fruits powder","fru","['dry', 'fruits', 'powder']",
"gift pen set",,"[]","pen set"
"carrot red halwa","rro","['carrot', 'red']","halwa"
"dev snacks chips","dev snacks","[]","chips"
"bracelet making kit","ace","[]","kit"
"turbo bright moisturiser",,"['turbo', 'bright']","moisturiser"
"tops sauce soya","tops","['soya']","sauce"
"waffy orange wafers","ora","['orange']","wafers"
"sarso ka oil",,"['sarso']","oil"
"gulab mustard oil","gulab","[]","mustard oil"
"yellow chilli powder",,"['yellow']","chilli powder"
"heating gel pad",,"[]","gel pad"
"tan shoe polish",,"['tan']","shoe polish"
"ultra alkaline batteries","ultra","['ultra']","batteries"
"om sweets milk cake","om sweets","[]","milk cake"
"2x spicy noodles",,"['2x spicy']","noodles"
"welcome baby decoration","com","['baby', 'decoration']",
"vigwa facial soap",,"['vigwa']","facial soap"
"roasted almond dairy milk","air","['roasted', 'almond']","milk"
"jockey bath towel","jockey","[]","bath towel"
"dermatouch pigmentation cream","dermatouch","['pigmentation']","cream"
"kuber kitchen organizer","itch","[]","kitchen organizer"
"dlecta cheese spread","dlecta","[]","cheese spread"
"keya chilli flakes","key","[]","chilli flakes"
"savlon hand sanitizer","savlon","[]","hand sanitizer"
"mamaearth castor oil","arth","['castor']","oil"
"tops white vineger","hit","['white']","vinegar"
"yippee mood masala","asal","['mood', 'masala']","yippee"
"chicken curry masala","asal","['chicken', 'curry', 'masala']",
"one plus earphone","one","[]","earphone"
"kesar pista ice cream","ice","['kesar', 'pista']","ice cream"
"food packing box","king","[]","packing box"
"eye shadow brush","bru","[]","brush"
"kinder joy 2025","joy","['2025']","kinder joy"
"skin care kit","skin","[]","skin care kit"
"amul fruit yoghurt","amul","['fruit']","yoghurt"
"mysore sandal powder","mysore","[]","powder"
"sleepy owl instant coffee","ant","['instant']","coffee"
"surf powder wheel",,"[]","powder"
"aachi turmeric powder","aachi","[]","turmeric powder"
"mortein mosquito repellent","elle","[]","mosquito repellent"
"ponds bright beauty cream",,"['bright', 'beauty']","cream"
"myglamm makeup kit","gla","[]","makeup kit"
"real activ 100%",,"['100%']",
"kpl coconut oil","cocon","[]","coconut oil"
"surya popu dinusulu","surya","[]",
"ice cream 1 kg","ice","['1 kg']","ice cream"
"minimalist hair growth","air","['hair growth']",
"no. 1 soap",,"[]","soap"
"godrej air pocket","air","['air', 'pocket']",
"baby boy dress",,"['baby', 'boy']","dress"
"renee lipstick set","renee","[]","lipstick set"
"24 mantra chikki","24 mantra","[]","chikki"
"olay face wash","ace","[]","face wash"
"pet water bottle",,"[]","water bottle"
"kadhai paneer masala","asal","['kadhai', 'paneer', 'masala']",
"milky mist cheese cubes","milky mist","[]","cheese cubes"
"india gate super basmati rice","ice","['super basmati']","rice"
"family pack chocolate","pac","['family pack', 'chocolate']",
"derma co body wash",,"[]","body wash"
"amul butter chiplets","amul","['butter', 'chiplets']",
"scoops ice cream","ice","[]","ice cream"
"pluckk garlic peeled","garlic","['peeled']","garlic"
"glycolic acid serum","glyco","['glycolic acid']","serum"
"eveready mosquito racket","ever","[]","mosquito racket"
"2 pin plug","pin","['2 pin']","plug"
"mix dry food",,"['mix']","dry food"
"swastik mirchi powder","swastik","['mirchi powder']",
"10 l water",,"['10 l']","water"
"body lotion boro plus","lot","[]","body lotion"
"toy for kids",,"['for kids']","toy"
"bagrry's rolled oats","bagrry's","[]","rolled oats"
"anveshan sunflower oil","anveshan","[]","sunflower oil"
"new year props","new","[]","props"
"freedom refined sunflower oil","d sun","['refined', 'sunflower']","oil"
"campure mosquito repellent","campure","[]","mosquito repellent"
"real juice 1 litre","ice","['1 litre']","juice"
"under 10 rs",,"['under 10 rs']",
"borosil coffee mug","borosil","[]","coffee mug"
"karachi fruit biscuit","ara","[]","biscuit"
"charcoal peel of mask",,"['charcoal']","peel off mask"
"sunflower oil 500","flo","['500']","sunflower oil"
"dash of rcb","dash","[]",
"daily good barley","daily","[]","barley"
"face wash dry skin","ace","['dry skin']","face wash"
"bhoot jholokia chips","oot","[]","chips"
"kiwi shoe shine sponge","kiwi","[]","shoe shine sponge"
"vasline lip balm",,"[]","lip balm"
"puppy wet food",,"['puppy', 'wet']","food"
"drools cat treat","drools","[]","cat treat"
"sids farm milk","farm","[]","milk"
"odonil air freshner","air","[]","air freshner"
"unruled spiral notebook",,"['unruled']","spiral notebook"
"balloon - black",,"['black']","balloon"
"cold wax strips","tri","['cold']","wax strips"
"hoodie for men",,"['for men']","hoodie"
"nivea after shave","nivea","[]","after shave"
"light olive oil",,"['light', 'olive']","oil"
"levista premium pouch","levista","['premium']","pouch"
"amazon fire stick","amazon","[]","fire stick"
"amul tri cone","amul","['tri cone']",
"nature care tea",,"[]","tea"
"butterfly cloth stand","butterfly","[]","cloth stand"
"everyuth walnut scrub","ever","['walnut']","scrub"
"saras fresh milk","ara","[]","milk"
"gluten free pasta",,"['gluten free']","pasta"
"biryani rice india gate","ice","[]","rice"
"16 amp socket",,"['16 amp']","socket"
"bisleri water 10","bisleri","['10']","water"
"dark fantasy choco fills","ant","['dark', 'choco fills']",
"happilo dry fruits","fru","[]","dry fruits"
"cloth face mask","ace","['cloth']","face mask"
"whiskas kitten food",,"[]","kitten food"
"dashpro hair clip","air","[]","hair clip"
"green moong dal split","lit","['green', 'split']","moong dal"
"shoes for boys",,"['for boys']","shoes"
"borosil glass bottle","borosil","[]","glass bottle"
"bike cleaning cloth","lot","[]","cleaning cloth"
"tea powder 1kg",,"['1kg']","tea powder"
"sona masoori raw","raw","['sona', 'masoori', 'raw']","rice"
"bold care condom","bold care","['bold']","condom"
"toy for girl",,"['for girl']","toy"
"boat earphones wired","one","[]","earphones"
"pepsi zero sugar","pepsi","['zero sugar']",
"catch meat masala","asal","['meat masala']",
"funfoods peanut butter",,"[]","peanut butter"
"little joys drink mix","joy","[]","drink mix"
"arhar dal 1 kg",,"['1 kg']","dal"
"paneer masala powder","asal","['paneer', 'masala', 'powder']",
"colgate toothbrush-zigzag soft","bru","['zigzag', 'soft']","toothbrush"
"sprouted ragi flour","flo","['sprouted', 'ragi']","flour"
"gym elbow support",,"['gym']","elbow support"
"al fakher flavor","al fakher","['flavor']",
"latex free condoms","dom","['latex free']","condoms"
"mdh sambhar masala","asal","['sambhar']","masala"
"scalpe plus shampoo","cal","[]","shampoo"
"kinder joy har","joy","[]",
"stainless steel straw","raw","['stainless steel']","straw"
"shea butter lotion","lot","['shea butter']","lotion"
"himalaya neem facewash","ace","['neem']","facewash"
"track pant for women","ant","['for women']","track pant"
"anandam deepa oil","ananda","['deepa']","oil"
"sugar free yogurt","sugar","['sugar free']","yogurt"
"aashirvaad iodised salt","aashirvaad","['iodised']","salt"
"cookd chettinad masala","asal","['chettinad masala']",
"itc chicken kabab","hic","[]","chicken kabab"
"go four cheese",,"['four cheese']",
"anveshan coconut oil","anveshan","[]","coconut oil"
"chicken stock cube","hic","[]","stock cube"
"stainless steel tumbler",,"['stainless steel']","tumbler"
"happy happy cake","appy","[]","cake"
"instant water heater","ant","[]","water heater"
"colgate charcoal toothpaste","colgate","['charcoal']","toothpaste"
"a1 dustbin bags",,"[]","dustbin bags"
"dabur pure honey","dabur","['pure']","honey"
"silk cut cigarettes","silk cut","[]","cigarettes"
"nevia face wash","ace","[]","face wash"
"sanitary pads xxl",,"['xxl']","sanitary pads"
"dabur honey 1kg","dabur","['1kg']","honey"
"hair color men","air","['men']","hair color"
"panko bread crumbs","pan","[]","bread crumbs"
"ice cream 1 l","ice","['1 l']","ice cream"
"hit mosquito bat","hit","[]","mosquito bat"
"water 20 l",,"['20 l']","water"
"chana dal roasted","roast","['roasted']","chana dal"
"hing jeera peanut","era","['hing', 'jeera', 'peanut']",
"colgate salt toothpaste","colgate","['salt']","toothpaste"
"luxe home international","lux","[]",
"shoe polish white","hit","['white']","shoe polish"
"polished toor dal",,"['polished']","toor dal"
"spiral dairy book","air","[]","dairy book"
"lakme mousse foundation","lakme","['mousse']","foundation"
"women face razor","ace","['women']","face razor"
"daily good sooji","daily","[]","sooji"
"dal makhani naan",,"[]","naan"
"chappal for women","happa","['for women']","chappal"
"motivational water bottle","moti","['motivational']","water bottle"
"plastic pot plant","ant","['plastic']","pot plant"
"5 l oil",,"['5 l']","oil"
"dearjoy pencil box","dearjoy","[]","pencil box"
"ashirwad multigrain atta",,"['multigrain']","atta"
"masala flavour tea","asal","['masala', 'flavour']","tea"
"milk powder amulya","amul","[]","milk powder"
"daily good chana","daily","[]","chana"
"beard & moustache",,"['beard', 'moustache']",
"portable jet spray",,"['portable']","jet spray"
"fitted mattress protector","ect","['fitted']","mattress protector"
"haldiram mini samosa","hald","['mini']","samosa"
"tata sampann hing","pan","[]","hing"
"plum liquid lipstick","liquid","[]","liquid lipstick"
"rechargeable light bulb","arg","['rechargeable']","light bulb"
"nutella b ready","tel","['b ready']",
"pain relief roll on",,"['pain relief']","roll on"
"water 20 liter","lit","['20 liter']","water"
"dabur hommade mustard oil","dabur","[]","mustard oil"
"patanjali rice bran oil","anjali","[]","rice bran oil"
"white til 1kg","hit","['white', '1kg']","til"
"luvlap l size","luvlap","['l size']",
"organic brown eggs","bro","['organic', 'brown']","eggs"
"mix dried berries",,"['mix', 'dried']","berries"
"alexa voice remote","alex","[]","remote"
"maggi hot and sweet","maggi","['hot', 'sweet']",
"faber-castell brush pens","bru","[]","brush pens"
"zepto cafe sabudana vada","dan","[]","sabudana vada"
"dark brown hair colour","air","['dark brown']","hair colour"
"chakki atta 10 kg",,"['10 kg']","atta"
"blonde hair colour","air","['blonde']","hair colour"
"whisper pad xxl",,"['xxl']","pad"
"revital h multivitamin","revital","[]","multivitamin"
"lal sweets motichoor","lal sweets","[]","motichoor"
"prolyte ors liquid","liquid","[]","ors liquid"
"transparent exam board",,"['transparent']","exam board"
"vennela ice cream","ice","[]","ice cream"
"moong ki daal","moon","['moong']","daal"
"kashmiri lal mirch powder",,"['kashmiri', 'lal', 'mirch', 'powder']","spices"
"ready to eat pizza",,"['ready to eat']","pizza"
"maybelline liquid lipstick","bell","[]","liquid lipstick"
"mother diary ghee",,"[]","ghee"
"shea butter cream",,"['shea butter']","cream"
"snake & ladder","add","[]","snake & ladder"
"yu coconut water","cocon","[]","coconut water"
"kinley mineral water","era","[]","mineral water"
"cinthol foam wash","cinthol","[]","foam wash"
"soya chunks 1kg",,"['1kg']","soya chunks"
"spcially for you baklava","lava","['specially for you']","baklava"
"5 ltr water",,"['5 ltr']","water"
"milk bikis cream biscuit",,"['cream']","biscuit"
"milk bikis classic","classic","['classic']","milk bikis"
"kapiva apple cider vinegar","apple","[]","apple cider vinegar"
"lal mirch kutti",,"['lal mirch', 'kutti']",
